product_title,rating,summary,review,sentiment
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,3,Nice,Bass is not gud as expected Everything is well....,Neutral
OnePlus Bullets Wireless Z Bass Edition Bluetooth Headset,3,Just okay,One thing I tell you that it has high bass. Bass lover will love it. But non bass Love it is headache. But sound quality and build quality is outstanding.,Neutral
OnePlus Bullets Wireless Z Bluetooth Headset,3,Good,bad in sound quality bad in bass you can say no bass and mic is the low quality even 100 rs earphone have better mic .. but good battery best and fast connection easy.. good built quality,Neutral
realme Buds Q Bluetooth Headset,3,Does the job,"""Mic phone quality is not good.. This is only for music",Neutral
BoAt Airdopes 131 Bluetooth Headset,3,Just okay,Overall good product. Calling and battery life could be better otherwise perfect product.,Neutral
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,3,Does the job,Almost all good bass ok not more then JBL and real me but ok soft bass like it and one more thing headset earbuds  not nice not comfort to listen long time just for 30mins ok and not comfortable with earsbuds  design not nice boat 255 is the best design earbuds overall i will give rate for boat Rocker 235v2 ( 8/10 rating),Neutral
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,3,Fair,Color is a bit different and wires is very thin,Neutral
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,3,Nice,Calling time bad sound,Neutral
realme Buds Wireless Bluetooth Headset,3,Nice,Avarage sound ok good My old headphone boat company super sound,Neutral
realme Buds 2 Wired Headset,3,Fair,Good earphone of around 1.5-2 metre but bass is not very good like realme bud 1 and sound is very high in comparison of same .,Neutral
BoAt BassHeads 100 Wired Headset,3,Does the job,400 Rs It really worth it. I heard some songs and bass and sound quality is very nice and build quality is awesome,Neutral
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,3,Just okay,"""Good but not enough. Main disadvantage is that in it sound delay is occured during gameplay........even it is bluetooth version 5.0....Only in game not in any other like during call",Neutral
realme Buds Q Bluetooth Headset,3,Fair,Okay. Sound quality is good EXCEPT for the bass. Treble and Mid tones are good.Huge problem is Latency Issue even with Low Latency Mode On. For non frequent music listeners itÃƒÂ¢Ã¢Â‚Â¬Ã¢Â„Â¢s not a bad deal at this price point but for Gamers and People requiring a good bass itÃƒÂ¢Ã¢Â‚Â¬Ã¢Â„Â¢s not recommended.,Neutral
BoAt BassHeads 100 Wired Headset,3,Decent product,"""It's quite satisfying. Having good build quality. come under the budget. Okay",Neutral
U&I Titanic Series - Low Price Bluetooth Neckband Bluetooth Headset,3,Fair,Nice,Neutral
BoAt BassHeads 100 Wired Headset,3,Good,Good sound quality but not the best. Bass is average. I would recommend sennheiser cx180 II street. It  offers much more clarity in sound than boat.,Neutral
U&I Titanic Series - Low Price Bluetooth Neckband Bluetooth Headset,3,Nice,Not bad,Neutral
realme Buds Q Bluetooth Headset,3,Fair,Good,Neutral
realme Buds 2 Wired Headset,3,Nice,Has good headset is also good in appearance sound quality is also good thanks realme and thank you so much flipkart,Neutral
BoAt BassHeads 100 Wired Headset,3,Fair,"""good quality earphone ",Neutral
U&I Titanic Series - Low Price Bluetooth Neckband Bluetooth Headset,3,Just okay,4 months later item is bad,Neutral
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,3,Good,"""Design and all is good except for the sound quality.Sound doesn't match the price we pay. I'm using Boult Curve also",Neutral
realme Buds Wireless Bluetooth Headset,3,Good,looks and build are good. on sound output - bass is good but lacks clarity. expected more from 11.1 driver. I suggest for RS.400 less boat rockers 255 best in this budget less than 2k. I have tested my friend's boat the audio clarity and bass is awesome.,Neutral
OnePlus Bullets Wireless Z Bluetooth Headset,3,Does the job,Honest review :Pros : 1. Battery back up and charging 2. Best for calling 3. Good connectivity 4. Good design 5. Features Cons :1. Music lovers stay away as Rs. 200 wala roadside headphone will give you better base and sound clarity.2. Latency observed .0.8 sec so bad news for pubg lovers. Overall if you have calling related  specific requirement then only go for these or else you will be disappointed. Do not go fir these if picking for gaming,Neutral
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,3,Just okay,Not gd,Neutral
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,3,Nice,Best product,Neutral
realme Buds 2 Wired Headset,3,Just okay,"""Built quality is top notch but sound quality is same as 200",Neutral
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,3,Nice,Bass is not gud as expected Everything is well....,Neutral
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,3,Just okay,"""I got this earphone right now everything was ok but when i plugged in charging led light was not working it was really low when i saw it properly ",Neutral
realme Buds Wireless Bluetooth Headset,3,Nice,Not bad but I will suggest to go for one plus bullets wireless z,Neutral
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,3,Decent product,"""Sound quality is good enough",Neutral
BoAt Airdopes 131 Bluetooth Headset,3,Just okay,Less Bluetooth range,Neutral
BoAt Airdopes 131 Bluetooth Headset,3,Good,Not that much good..,Neutral
BoAt Airdopes 131 Bluetooth Headset,3,Decent product,After 4month right side not working,Neutral
BoAt BassHeads 100 Wired Headset,3,Pretty good,ok!!this is rewiew after using this headphones for more than 6 months.First of all if you are planning to buy this headphones then you must ready to use only 6 months .I found it good at its price range and from a brand like boat .But its quality is decent not that much good as boat 172 After using it for 3 months its one side haad been stopped working because of its outer coating got fully damaged.In terms of sound quality is seems to be good but does not have base in it and persoonall...,Neutral
realme Buds 2 Wired Headset,3,Nice,great bass. average quality. build quality superb but durability less than avarage.1st piece received faulty.paining in ear when listening music long termfitting good but better in mi earphones,Neutral
U&I Titanic Series - Low Price Bluetooth Neckband Bluetooth Headset,3,Just okay,Nice,Neutral
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,3,Fair,"""although its a good product",Neutral
OnePlus Bullets Wireless Z Bluetooth Headset,3,Good,Highs and mids are really great.. But lows are lacking.. And bass is below Avg... Connectivity is gd.. Gd features.. 3.7/5,Neutral
realme Buds 2 Wired Headset,3,Just okay,"""Noice cancellation is not good",Neutral
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,3,Just okay,Sometimes even after connected to phone voice is not audible. Not a great product,Neutral
OnePlus Bullets Wireless Z Bass Edition Bluetooth Headset,3,Nice,It is a good product and the technology is really good and it's really an attractive for the new edition and thinking ÃƒÂ°Ã…Â¸Ã¢Â€Â˜Ã‚Â,Neutral
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,3,Does the job,"""Sound for listening music is sufficient and balanced sound for light user",Neutral
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,3,Decent product,"""Sound quality is good enough",Neutral
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,3,Fair,Color is a bit different and wires is very thin,Neutral
OnePlus Bullets Wireless Z Bass Edition Bluetooth Headset,3,Fair,"""I bought this blootooth 1+one last Dec 2020 . Sound quality is good",Neutral
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,3,Nice,It is a good product at this price range... But not recommended for gaming and calling it also don't support 3D sound effect. I will update my review after using few months,Neutral
realme Buds Q Bluetooth Headset,3,Good,When I received it was full of scratches,Neutral
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,3,Good,"""The only big problem is it has almost no noise cancellation. So if you are looking to buy them for calling",Neutral
realme Buds Q Bluetooth Headset,3,Decent product,Worth product.,Neutral
BoAt BassHeads 100 Wired Headset,3,Just okay,Low bass good for those who is not a big fan of bass. Vocals are very clear and sound is good in this price range. Wire quality is also very good.,Neutral
U&I Titanic Series - Low Price Bluetooth Neckband Bluetooth Headset,3,Does the job,"""I'm writting this review after 6 months of buying this earphone.It continuously worked for 4 months. After that it is not working nowBut battery backup is too good .If u want for temporary usage for some days ",Neutral
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,3,Nice,"""I got it for 899rs. According to this price the product Is pretty good",Neutral
BoAt BassHeads 100 Wired Headset,3,Does the job,"""I have used JBL inspire 300YB",Neutral
BoAt BassHeads 100 Wired Headset,3,Nice,"""Design not so good",Neutral
realme Buds Wireless Bluetooth Headset,3,Decent product,"""Battery Backup : It gives a battery backup on average about 5 hours ",Neutral
BoAt Airdopes 131 Bluetooth Headset,3,Decent product,Slightly not fitting to ears,Neutral
OnePlus Bullets Wireless Z Bluetooth Headset,3,Fair,"""Guys",Neutral
BoAt Airdopes 131 Bluetooth Headset,3,Just okay,Poor sound quality,Neutral
BoAt Airdopes 131 Bluetooth Headset,3,Good,Never buy this productNo touch optionWaste,Neutral
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,3,Good,Good product,Neutral
realme Buds Wireless Bluetooth Headset,3,Fair,Sound quality only for bass lovers. Others better go for someother best headset.,Neutral
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,3,Nice,boAt rockerzz 255 is more thn bttr....,Neutral
BoAt Airdopes 131 Bluetooth Headset,3,Good,Sound Quality is very poor..Like local headphone.,Neutral
BoAt Airdopes 131 Bluetooth Headset,3,Fair,Good at given price but body of AirPod damage with in month,Neutral
BoAt Airdopes 131 Bluetooth Headset,3,Nice,Everything is good though it's little expensive for me but the sound is echoing,Neutral
BoAt Airdopes 131 Bluetooth Headset,3,Does the job,Good quality products but not good adjust in eyer,Neutral
OnePlus Bullets Wireless Z Bluetooth Headset,3,Decent product,1 Star Less for Low Latency Scam on my OnePlus 5. Low latency works only when on phone call while playing Games. Other devices may have got Updates for this but not my Oneplus 5 which they included for Low Latency. Another  Star less for Bass.  Cannot feel bass whatsoever. It has many Pros Including:-Loudness - Very loud and clear than other earphone. Features- Magnetic Control and Other Functions are the best. Batter Charging and Backup- Charging very very fast.,Neutral
BoAt BassHeads 100 Wired Headset,3,Nice,Sound quality is average. Don't expect a real good bass I mean you can't expect a lot from 10nm driver. Overall nice average earphones with decent sound quality.,Neutral
U&I Titanic Series - Low Price Bluetooth Neckband Bluetooth Headset,3,Nice,Sound quality was good but design was ÃƒÂ°Ã…Â¸Ã¢Â€Â˜Ã…Â½,Neutral
BoAt BassHeads 100 Wired Headset,3,Nice,"""It's good",Neutral
realme Buds Q Bluetooth Headset,3,Fair,Not bad,Neutral
realme Buds 2 Wired Headset,3,Nice,it is ok ok ear buds. it has good bass not great sound quality. it just seems entry level buds. My old mi ear phone I using which is in around 400 RS is still better in sound quality,Neutral
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,3,Good,Sound quality is good bt mic is not good quality,Neutral
OnePlus Bullets Wireless Z Bass Edition Bluetooth Headset,3,Good,Not bad,Neutral
realme Buds Wireless Bluetooth Headset,3,Decent product,All reviews are around good bass but i found it noisy and vocals unclear as may be trouble and bass noise high,Neutral
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,3,Decent product,Nice product,Neutral
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,3,Good,"""Design and all is good except for the sound quality.Sound doesn't match the price we pay. I'm using Boult Curve also",Neutral
BoAt Airdopes 131 Bluetooth Headset,3,Good,Super,Neutral
realme Buds Wireless Bluetooth Headset,3,Just okay,sound qualities below-average and Bluetooth latency is horrible.,Neutral
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,3,Fair,Right side ear bud not working properly,Neutral
realme Buds Q Bluetooth Headset,3,Just okay,It's good. Bt I expected more,Neutral
BoAt BassHeads 100 Wired Headset,3,Good,Pros- 1)The sound loudness is great. 2) Mic quality is great and calling quality also. Cons- 1) Bass is just horrible. 2) Built quality is also not ok. 3) At this price range more earphones are there which are far better than this 4) Earbuds are too small......overall i will not suggest to buy this product.,Neutral
OnePlus Bullets Wireless Z Bass Edition Bluetooth Headset,3,Nice,Bass is good and the delivery is awesome...,Neutral
realme Buds Wireless Bluetooth Headset,3,Just okay,"""little bit disappointed that only one device can connect at a time..... performance wise ok..",Neutral
BoAt Airdopes 131 Bluetooth Headset,3,Fair,"""Good",Neutral
realme Buds Q Bluetooth Headset,3,Decent product,Best Product @1499 this Price,Neutral
U&I Titanic Series - Low Price Bluetooth Neckband Bluetooth Headset,3,Good,Good product,Neutral
realme Buds Q Bluetooth Headset,3,Decent product,Not audible outdoor,Neutral
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,3,Does the job,Sound quality is Very bad,Neutral
realme Buds Q Bluetooth Headset,3,Good,Ok ok product,Neutral
BoAt BassHeads 100 Wired Headset,3,Good,redmi basic is a way better product redmi has sealed box which you have to tear at the opening to get to the product it's heigenic and trustworthy this one has good sound clarity I guess,Neutral
BoAt BassHeads 100 Wired Headset,3,Does the job,Build quality is good but sound nt like that much to you expecting.. Still in this price it's quite good,Neutral
BoAt Airdopes 131 Bluetooth Headset,3,Fair,Overall nice,Neutral
realme Buds Q Bluetooth Headset,3,Just okay,Battery backup not as claimed,Neutral
realme Buds 2 Wired Headset,3,Does the job,"""Hey ",Neutral
U&I Titanic Series - Low Price Bluetooth Neckband Bluetooth Headset,3,Just okay,Not long lasting.. After one month one side ear speaker didn't work properly..,Neutral
realme Buds Q Bluetooth Headset,3,Good,"""Its sound is fine",Neutral
BoAt BassHeads 100 Wired Headset,3,Decent product,"""It's comparable to MI Basic headphone though not perfect.pros:1. mic quality is excellent2. button is clicky and very useful. one press for pause double press for next long press for GA3. length is good4. the boAt sticker cloth is lovely.5. bass is good enough6. sound quality is also goodcons:1. the ear buds aren't soft and can hurt your ears at times2. build quality could be better3. I prefer the """"L"""" shape over the 3.5mm headphone jack. You won't get that here""",Neutral
realme Buds Wireless Bluetooth Headset,3,Nice,its built qualit is excellent buds are of superb quality sound experience is osm and full of thrillmade used for making is excellent its realy give premium feel when they are around neckvery light weight battery backup is osm...,Neutral
realme Buds Q Bluetooth Headset,3,Good,Mic not working properly and noise cancellation is so poor,Neutral
OnePlus Bullets Wireless Z Bass Edition Bluetooth Headset,3,Fair,automatic disconnected,Neutral
realme Buds Q Bluetooth Headset,3,Does the job,No remaining battery indicator,Neutral
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,3,Nice,sound is so laudly but not clear,Neutral
realme Buds Wireless Bluetooth Headset,3,Just okay,Sound and bass is not as much good as declared. Build in quality and battery life is impressive.,Neutral
BoAt Airdopes 131 Bluetooth Headset,3,Does the job,"""Call audio quality was not as expected",Neutral
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,3,Just okay,Product design and battery backup is good  ...but bass is  not good,Neutral
OnePlus Bullets Wireless Z Bass Edition Bluetooth Headset,3,Fair,Improve quality in calling,Neutral
realme Buds Wireless Bluetooth Headset,3,Good,"""everyone is saying it has punchier bass",Neutral
realme Buds Wireless Bluetooth Headset,3,Just okay,"""Sometimes Bluetooth got automatically disconnected",Neutral
BoAt BassHeads 100 Wired Headset,3,Fair,It's a really perfect earphone. I love it . Sound quality and base is too good in this cost.,Neutral
BoAt Airdopes 131 Bluetooth Headset,3,Nice,Bass is low,Neutral
U&I Titanic Series - Low Price Bluetooth Neckband Bluetooth Headset,3,Decent product,Good product,Neutral
OnePlus Bullets Wireless Z Bluetooth Headset,3,Just okay,"""It is a premium product",Neutral
realme Buds Q Bluetooth Headset,3,Just okay,Good and well but still some batter time improved it will be good and I have a small fear that these buds or not fitting properly some times and may fall down that is a draw back.,Neutral
realme Buds 2 Wired Headset,3,Decent product,Build quality is very good.Bass is overpowered. The sound is not balanced.sennhieser cx180 is better option if you like balanced sound.Bass is heavy so we cant hear mids properly.so if you love bass then you can go for it but if you want balanced sound go for another earphones.,Neutral
BoAt Airdopes 131 Bluetooth Headset,3,Decent product,"""Overall Its good",Neutral
BoAt BassHeads 100 Wired Headset,3,Good,The product is good in this price range. Sound is perfect and clear ans bass is not up to mark but considering price range it is justified. And the reason of giving 3 star is delivery by flipkart they take 7 days to diliver these earphones,Neutral
BoAt BassHeads 100 Wired Headset,3,Fair,sound is good .. bass is also good ... build quality is Okk... in this price range it's a good choice,Neutral
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,3,Does the job,It doesn't connect properly to Google meet or any video conferencing platform even after installing drivers for it. Otherwise for normal call and songs... its good,Neutral
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,3,Just okay,Sometimes even after connected to phone voice is not audible. Not a great product,Neutral
BoAt BassHeads 100 Wired Headset,3,Does the job,It works fine with every smartphone brand but sometimes it may not be that handy while inserting in the aux hole. Also it doesn't work when connected in desktop CPU. Everything else is super nice in it.,Neutral
BoAt Airdopes 131 Bluetooth Headset,3,Decent product,Not recommended.,Neutral
BoAt BassHeads 100 Wired Headset,3,Fair,WELL PACKED.WELL OUTLOOKS.SOUND IS OK OK.ONLY FOR LISTENING MUSIC.BUT WHEN ITS WORK ON PHONE CONVERSATION.ITS SOUND IS LOW.NOT LOUD.BUT CALM.I THINK ITS RECORD SONGS ALSO GOOD.BUT NOT SORRY.ONLY BASS IS GOOD.OTHERWISE.NOT SOOO MUCH GOOD ABOUT SOUND QUALITY.,Neutral
BoAt Airdopes 131 Bluetooth Headset,3,Good,"""If price is considered",Neutral
U&I Titanic Series - Low Price Bluetooth Neckband Bluetooth Headset,3,Good,"""Very good but price is high.In local store",Neutral
realme Buds Q Bluetooth Headset,3,Does the job,good,Neutral
BoAt Airdopes 131 Bluetooth Headset,3,Fair,"""Voice is not clear during  phone call",Neutral
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,3,Does the job,"""Posting this review after use of one day. The build quality of this product is very good",Neutral
U&I Titanic Series - Low Price Bluetooth Neckband Bluetooth Headset,3,Just okay,"""After 4 days of use. Built quality is bit average. The sound is okay",Neutral
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,3,Good,Good product..  design is better than boult neckband..   two products are in same price range..,Neutral
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,3,Just okay,Delivered 1 day before. Good packing. Build quality cheap but may last if use with care. Sound ok. Connects to 2 devices. Ear hooks fit properly. Vibrates on call. Voice command works for google. Range very bad. No connection in next room. Ok for this price.After purchase in June left side stopped working in September. They took 6 days to respond to complaint. Product was home collected free. Took 8 days to reach mumbai. Took 7 days for response. Took 9 days to reach me at kolkata with repl...,Neutral
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,3,Nice,Battery pickup bed,Neutral
realme Buds Q Bluetooth Headset,3,Nice,"""Got it from Flipkart on offer on same day.. 5 ÃƒÂ¢Ã‚Â­Ã‚Â for that.. The sound quality is good for its size",Neutral
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,3,Fair,All is good but the only thing is voice call is low,Neutral
BoAt Airdopes 131 Bluetooth Headset,3,Fair,No treble at all.,Neutral
BoAt Airdopes 131 Bluetooth Headset,3,Decent product,Average qualityBut according to price its okSome time lfet side not workBass is very badOnly according to priceI m not so happy,Neutral
OnePlus Bullets Wireless Z Bass Edition Bluetooth Headset,3,Nice,"""Not upto the markLess batteryLow bassPoor connectivity",Neutral
realme Buds Wireless Bluetooth Headset,3,Just okay,Realme Buds are not ment HIGH BASE lovers.For High base and sturdy build prefer Boat Rockers But battery backup is awesome.Compared this product as I own both of them.,Neutral
BoAt Airdopes 131 Bluetooth Headset,3,Decent product,Not good quality,Neutral
realme Buds 2 Wired Headset,3,Nice,"""Cons 1} No L shaped 3.5mm jack so it's not comfortable whenever you hold your device portrait way while laying on bed",Neutral
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,3,Fair,Call riseving not active,Neutral
BoAt BassHeads 100 Wired Headset,3,Just okay,the headphone is not that great as compared to price point and the bass isn't that great and treble is not also great but if u want a headphone just for casual things like for calling then go and after some time it pains in the ear,Neutral
BoAt Airdopes 131 Bluetooth Headset,3,Decent product,Very low bass,Neutral
realme Buds 2 Wired Headset,3,Fair,"""Bass is awesome",Neutral
realme Buds Q Bluetooth Headset,3,Fair,"""Seems bette in this range",Neutral
realme Buds Wireless Bluetooth Headset,3,Fair,"""Very average bass",Neutral
OnePlus Bullets Wireless Z Bluetooth Headset,3,Fair,I don't see 20 hours battery life but if I charge it once my complete day goes very well. As I have a lot of meetings so I need with good battery life. I guess it's approx 10-14 hours max.Rest it's ok with the functionality. Happy with it,Neutral
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,3,Decent product,Product is good. I got It for Rs 999/-. As of now I am giving 3 stars for following reasons. The radius area for blue tooth connectivity is only 6 meters not 10 meters as they claim. Secondly the ear phone cables are very short and thin which makes you to feel uncomfortable when you wear. boAt needs to improve the design.,Neutral
realme Buds 2 Wired Headset,3,Fair,"""With a little late in delivery",Neutral
BoAt Airdopes 131 Bluetooth Headset,3,Fair,Nice,Neutral
OnePlus Bullets Wireless Z Bass Edition Bluetooth Headset,3,Nice,Super ÃƒÂ°Ã…Â¸Ã¢Â€Â˜Ã…Â’ÃƒÂ°Ã…Â¸Ã¢Â€Â˜Ã…Â’ÃƒÂ°Ã…Â¸Ã¢Â€Â˜Ã…Â’,Neutral
OnePlus Bullets Wireless Z Bass Edition Bluetooth Headset,3,Just okay,"""Iam very upset about connectivity. It literally takes time to connect not always but some times",Neutral
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,3,Good,"""It's not too good ",Neutral
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,3,Good,Very good product but gaming sound is very slowI am not satisfied this product giving problem please solution.,Neutral
OnePlus Bullets Wireless Z Bass Edition Bluetooth Headset,3,Nice,Battery packup less than before edition,Neutral
BoAt BassHeads 100 Wired Headset,3,Just okay,ok product... the wires are too thin..nice brand so better go with the sturdier ear cord... it is durable,Neutral
OnePlus Bullets Wireless Z Bluetooth Headset,3,Just okay,"""ItÃƒÂ¢Ã¢Â‚Â¬Ã¢Â„Â¢s a good looking smart device with new aids like a button to easy switch between devices. Magnetic On off control and easily pairs with new players. With a premium Build it has a descent sound quality. It is a ideal earphone For everyday use like in gym",Neutral
realme Buds Q Bluetooth Headset,3,Nice,Works well for music. Touch doesn't work sometimes. You need to reconnect. Range is ok. Some disturbance during calls.,Neutral
BoAt BassHeads 100 Wired Headset,3,Decent product,It is a good product. Nice sound quality but not for my expectation. The looking of the product is pretty good.,Neutral
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,3,Fair,All is good but the only thing is voice call is low,Neutral
realme Buds Q Bluetooth Headset,3,Just okay,Sound quality is good but some times it's disconnecting.,Neutral
BoAt BassHeads 100 Wired Headset,3,Nice,"""Nice headphone.I have used both 100 and. 225 bassheads.the wire quality is also not so bad compared to bass head 225 and the best thing is in 225 the bass is over normal and so normal treble and vocal get suppress.But in 100 bass heads the sound is just balanced and bass is super and over all sounds awesome ",Neutral
realme Buds Wireless Bluetooth Headset,3,Nice,It's not good as I expected but if you have no more options then you can buy it It's has no comfort in ear size of neckband is small Realme is not too good in all it's products I think they should work hard on products quality Over all ok not too good,Neutral
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,3,Nice,It's good but made in china,Neutral
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,3,Just okay,Flexibal neckband dizain and build quality is good.,Neutral
BoAt Airdopes 131 Bluetooth Headset,3,Good,When I use to listen music on drive with bike    #than majer issue with connectivity#Songs not listening  continually and Breaking sound So I m so disappointed with boat prodectSo I think this prodect high selling reason is only kiyara adwani face and others star face Not prodect quaility,Neutral
BoAt BassHeads 100 Wired Headset,3,Nice,Pretty decent! Lasted for 6 months..  So better to put 500 rs more and buy jbl/seinheiser.. Boult is good too..!,Neutral
realme Buds Q Bluetooth Headset,3,Decent product,Good,Neutral
BoAt Airdopes 131 Bluetooth Headset,3,Does the job,"""Sound quality is not better",Neutral
U&I Titanic Series - Low Price Bluetooth Neckband Bluetooth Headset,3,Nice,Not bad,Neutral
BoAt BassHeads 100 Wired Headset,3,Decent product,Product was good good for just 2 months one of the head stopped working now  not that worthy,Neutral
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,3,Does the job,"""While playing game sound come after some sec its not as good as shown in lobby and I can't connect to voice assistant",Neutral
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,3,Nice,"""I got this earphones in 900 and it's best in this price range",Neutral
OnePlus Bullets Wireless Z Bass Edition Bluetooth Headset,3,Fair,battery backup very good.but design make me little but nervous.otherwise its amzing,Neutral
realme Buds Q Bluetooth Headset,3,Just okay,The product is best and sound quality also best and beti so nice range also nice disadvantages after 7 days the right earbud will not work it will work but charging will not support you should clean the box and you should keep the charging and it works you don't think that the right earbud is not working to be working but it won't get charged through you should clean one time and you will do charge means you will get charged Atlas I control my speech by saying that the real world so nice name...,Neutral
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,3,Just okay,"""I got this earphone right now everything was ok but when i plugged in charging led light was not working it was really low when i saw it properly ",Neutral
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,3,Decent product,Sound equality is good but product quality is not good,Neutral
realme Buds Q Bluetooth Headset,3,Fair,Noise cancellation is a big issue.... during call the person on the other side will not able to hear anything if you are in crowded place or outdoor.,Neutral
realme Buds Wireless Bluetooth Headset,3,Just okay,Value for the moneyGood product,Neutral
realme Buds Wireless Bluetooth Headset,3,Decent product,sound quality poorcall quality very poor,Neutral
OnePlus Bullets Wireless Z Bass Edition Bluetooth Headset,3,Fair,While watching online videos in you tube and listening to songs a weird sound like connection problem happens .,Neutral
realme Buds 2 Wired Headset,3,Fair,I habe purchased this after review but i habe to say that the sound quality is not that great as per the other customers are saying... tribble is too much & bass is not up to the mark...& When u listen this in low less tha 50pee volume the sound is good but u cant feel the bass in ears its that low & when u rise the volume more than 70per the tribble will tear your ears apart...its that much loudy...u cant enjoy music in this earphones....1st try this on ur own then bought it from here cause ...,Neutral
realme Buds Wireless Bluetooth Headset,3,Good,During Voice calling not give proper sound,Neutral
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,3,Good,Mike is not good,Neutral
BoAt Airdopes 131 Bluetooth Headset,3,Decent product,Very good,Neutral
realme Buds Wireless Bluetooth Headset,3,Fair,"""Its too overrated. The magnetic on /off and seamless connection is very awesome. But buttons",Neutral
realme Buds Q Bluetooth Headset,3,Just okay,Buds is goods but not excellent,Neutral
OnePlus Bullets Wireless Z Bluetooth Headset,3,Fair,"""Built quality 4/5",Neutral
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,3,Good,Its an awesome product.But if you are going for this to play games then you must not. It gets a sound delay.Overall its sound quality is immersive.Microphone need to be improved. The voice sound gets reduced when in call.,Neutral
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,3,Does the job,better experience and good products,Neutral
realme Buds Wireless Bluetooth Headset,3,Fair,These buds have mic which lies around neck .so either you will have to speak loud or move mic closer to your mouth. Should have been better if mic had been near. Rest music wise Good to go.,Neutral
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,3,Does the job,Almost all good bass ok not more then JBL and real me but ok soft bass like it and one more thing headset earbuds  not nice not comfort to listen long time just for 30mins ok and not comfortable with earsbuds  design not nice boat 255 is the best design earbuds overall i will give rate for boat Rocker 235v2 ( 8/10 rating),Neutral
OnePlus Bullets Wireless Z Bluetooth Headset,3,Good,I have been using this for two months. Here is my reviewPlus points:Battery back up is biggest asset of this headsetBuild quality is goodMinus points:Bass is very very lessSound quality is average. Not upto 1plus standard,Neutral
U&I Titanic Series - Low Price Bluetooth Neckband Bluetooth Headset,3,Fair,Brilliant,Neutral
